"","ringnr","X","ID","sex","flok","type","name","firstyear","lastyear","missing","LRS","lambda","Rep.Value","FirstAge","Long","r","GT","flok_year","animal","tarsus_length","body_mass","lBM","lTL","lGT"
"1026","8M72956",2493,2493,"m",26,1,"Gjerøy",2010,2012,0,2,1.61803398874989,0.85065080835204,1,2,1,1.5,"26 2010","8M72956",19.1,31.6,3.45315712059287,2.94968833505258,0.405465108108164
"1027","8M72965",2497,2497,"m",20,1,"Nesøy",2010,2011,0,1,1,1,1,1,1,1,"20 2010","8M72965",19.88,32.3,3.47506723022861,2.98971420122843,0
"1028","8M72969",2498,2498,"m",27,1,"Hestmannøy",2010,2012,0,1,1,0.707106781186547,2,2,0.5,2,"27 2010","8M72969",19.89,31.4666666666667,3.44892878448335,2.99021709286588,0.693147180559945
"1029","8M72972",2500,2500,"f",27,1,"Hestmannøy",2010,2011,0,1,1,1,1,1,1,1,"27 2010","8M72972",18.73,27.65,3.31962572796834,2.930126516456,0
"1030","8M72990",2506,2506,"f",26,1,"Gjerøy",2010,2012,0,5,2.83117720720834,0.74214433834046,1,3,1.66666666666667,1.8,"26 2010","8M72990",21.04,32,3.46573590279973,3.04642538786951,0.587786664902119
"1032","8N05437",2533,2533,"m",28,1,"Indre-Kvarøy",2011,2012,0,2,1.4142135623731,0.577350269189626,2,2,1,2,"28 2011","8N05437",19.8625,31,3.43398720448515,2.98883353186283,0.693147180559945
"1033","8N05457",2540,2540,"f",26,1,"Gjerøy",2011,2011,0,1,1,1,1,1,1,1,"26 2011","8N05457",19,29.2,3.37416870927424,2.94443897916644,0
"1034","8N05531",2549,2549,"m",27,1,"Hestmannøy",2012,2012,0,3,3,1,1,1,3,1,"27 2012","8N05531",19.07,29.4,3.38099467434464,2.94811641961233,0
"1035","8N05708",2558,2558,"f",26,1,"Gjerøy",2012,2012,0,1,1,1,1,1,1,1,"26 2012","8N05708",18.655,28.9,3.36384159511839,2.92611420667312,0
"1036","8N05713",2561,2561,"f",28,1,"Indre-Kvarøy",2012,2012,0,1,1,1,1,1,1,1,"28 2012","8N05713",19.37,30,3.40119738166216,2.9637254774189,0
"1037","8N05796",2571,2571,"f",38,1,"Aldra",2012,2012,0,1,1,1,1,1,1,1,"38 2012","8N05796",18.17,29.4,3.38099467434464,2.89977188240808,0
"1038","8N05827",2577,2577,"f",26,1,"Gjerøy",2011,2012,0,2,2,1,1,1,2,1,"26 2011","8N05827",19.285,32.5,3.48124008933569,2.95932759166019,0
"1039","8N05846",2586,2586,"m",27,1,"Hestmannøy",2011,2012,0,1,1,1,1,1,1,1,"27 2011","8N05846",18.3,28.8333333333333,3.36153212526972,2.90690105984738,0
"1040","8N05851",2588,2588,"m",20,1,"Nesøy",2011,2012,0,2,2,1,1,1,2,1,"20 2011","8N05851",18.26,27.95,3.33041719960111,2.90471287516682,0
"1041","8N06011",2589,2589,"f",23,2,"Træna",2011,2011,0,2,2,1,1,1,2,1,"23 2011","8N06011",18.9,32,3.46573590279973,2.9391619220656,0
"1042","8N06020",2591,2591,"m",24,2,"Selvær",2011,2011,0,2,2,1,1,1,2,1,"24 2011","8N06020",19.66,33.8,3.52046080248897,2.97858611471902,0
"1043","8N06029",2594,2594,"m",24,2,"Selvær",2011,2011,0,1,1,1,1,1,1,1,"24 2011","8N06029",18.5,30.2,3.40784192438082,2.91777073208428,0
"1045","8N06290",2622,2622,"f",23,2,"Træna",2011,2012,0,1,1,1,1,1,1,1,"23 2011","8N06290",16.9233333333333,26.9666666666667,3.29460153539634,2.82869334029119,0
"1046","8N06360",2635,2635,"m",27,1,"Hestmannøy",2011,2011,0,1,1,1,1,1,1,1,"27 2011","8N06360",17.82,29.05,3.36901848329792,2.88032142204266,0
"1048","8N06736",2674,2674,"m",27,1,"Hestmannøy",2011,2012,0,1,1,1,1,1,1,1,"27 2011","8N06736",NA,31.9,3.4626060097908,NA,0
"1049","8N06782",2680,2680,"m",26,1,"Gjerøy",2011,2012,0,4,2,0.447213595499958,2,2,2,2,"26 2011","8N06782",17.155,29.7,3.39114704580865,2.84228967631041,0.693147180559945
"1050","8N06979",2711,2711,"f",26,1,"Gjerøy",2011,2012,0,1,1,1,1,1,1,1,"26 2011","8N06979",17.73,29.3,3.37758751602302,2.87525812008612,0
"1051","8N06999",2714,2714,"f",28,1,"Indre-Kvarøy",2011,2012,0,2,1.4142135623731,0.577350269189626,2,2,1,2,"28 2011","8N06999",19.1,34.85,3.55105313720653,2.94968833505258,0.693147180559945
