year,flok_year,flok,ringnr,firstyear,lastyear,ageclass,survival,totalrecruits,gensex,type,age,age2,year2,ob,mean.pop,rel.pop,agec,agesq
2001,27 2001,27,8681403,1997,2002,1,1,0,m,1,3,4,5,866,2.00509627759898,0.004120778316144,3,9
2001,27 2001,27,8747720,1999,2006,1,1,0,m,1,1,2,7,867,2.00509627759898,0.004120778316144,2,1
2001,27 2001,27,8747517,1999,2001,1,0,1,f,1,2,3,7,868,2.00509627759898,0.004120778316144,3,4
2001,27 2001,27,8800592,2001,2001,0,0,0,f,1,0,1,9,869,2.00509627759898,0.004120778316144,1,0
2001,27 2001,27,8732637,1998,2002,1,1,0,f,1,2,3,6,870,2.00509627759898,0.004120778316144,3,4
2001,27 2001,27,8747223,1999,2002,1,1,0,f,1,1,2,7,871,2.00509627759898,0.004120778316144,2,1
2001,27 2001,27,8747554,1999,2001,1,0,0,f,1,1,2,7,872,2.00509627759898,0.004120778316144,2,1
2001,27 2001,27,8800519,2000,2001,0,0,1,f,1,0,1,8,873,2.00509627759898,0.004120778316144,1,0
2001,28 2001,28,8747805,1999,2001,1,0,0,m,1,1,2,7,874,0.066270079853118,-0.346145378556116,2,1
2001,28 2001,28,8800524,2000,2001,0,0,0,m,1,0,1,8,875,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8800090,2001,2005,0,1,0,f,1,0,1,9,876,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8800437,2000,2001,0,0,2,f,1,0,1,8,877,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8800196,2000,2003,0,1,0,f,1,0,1,8,878,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8168612,1998,2001,1,0,1,m,1,2,3,6,879,0.066270079853118,-0.346145378556116,3,4
2001,28 2001,28,8800182,2000,2002,0,1,0,m,1,0,1,8,880,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8800434,2000,2001,0,0,1,m,1,0,1,8,881,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8800185,2000,2002,1,1,1,f,1,1,2,8,882,0.066270079853118,-0.346145378556116,2,1
2001,28 2001,28,8730979,1998,2002,1,1,0,m,1,2,3,6,883,0.066270079853118,-0.346145378556116,3,4
2001,28 2001,28,8681101,1997,2002,1,1,0,f,1,4,5,5,884,0.066270079853118,-0.346145378556116,3,16
2001,28 2001,28,8800567,2001,2001,0,0,0,m,1,0,1,9,885,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8800175,2000,2003,0,1,0,m,1,0,1,8,886,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8800523,2000,2001,0,0,0,f,1,0,1,8,887,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8732552,1998,2001,1,0,1,m,1,2,3,6,888,0.066270079853118,-0.346145378556116,3,4
2001,28 2001,28,8747259,1999,2002,1,1,0,m,1,2,3,7,889,0.066270079853118,-0.346145378556116,3,4
2001,28 2001,28,8800179,2000,2005,0,1,0,m,1,0,1,8,890,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8747741,2000,2001,1,0,0,f,1,1,2,8,891,0.066270079853118,-0.346145378556116,2,1
2001,28 2001,28,8800177,2000,2002,0,1,0,f,1,0,1,8,892,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8800178,2000,2002,0,1,0,f,1,0,1,8,893,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8800390,2000,2005,0,1,0,m,1,0,1,8,894,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8732559,1998,2003,1,1,0,m,1,2,3,6,895,0.066270079853118,-0.346145378556116,3,4
2001,28 2001,28,8857226,2001,2002,0,1,1,f,1,0,1,9,896,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8800091,2001,2003,0,1,0,m,1,0,1,9,897,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8800095,2001,2002,0,1,0,f,1,0,1,9,898,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8651665,1996,2001,1,0,0,m,1,4,5,4,899,0.066270079853118,-0.346145378556116,3,16
2001,28 2001,28,8681322,1997,2001,1,0,0,m,1,3,4,5,900,0.066270079853118,-0.346145378556116,3,9
2001,28 2001,28,8747012,1999,2001,1,0,0,m,1,1,2,7,901,0.066270079853118,-0.346145378556116,2,1
2001,28 2001,28,8800436,2000,2006,0,1,0,m,1,0,1,8,902,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8747529,1999,2002,1,1,0,m,1,1,2,7,903,0.066270079853118,-0.346145378556116,2,1
2001,28 2001,28,8800176,2000,2002,0,1,0,m,1,0,1,8,904,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8800181,2000,2002,0,1,0,m,1,0,1,8,905,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8168614,1998,2002,1,1,0,f,1,2,3,6,906,0.066270079853118,-0.346145378556116,3,4
2001,28 2001,28,8800073,2001,2001,0,0,0,f,1,0,1,9,907,0.066270079853118,-0.346145378556116,1,0
2001,28 2001,28,8168692,1999,2001,1,0,1,f,1,2,3,7,908,0.066270079853118,-0.346145378556116,3,4
2001,38 2001,38,8800170,2000,2001,0,0,3,m,1,0,1,8,909,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8800537,2000,2001,0,0,0,f,1,0,1,8,910,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8747551,1999,2005,1,1,3,m,1,1,2,7,911,-0.626020677259115,0.187495413384563,2,1
2001,38 2001,38,8800494,2000,2001,0,0,0,m,1,0,1,8,912,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8800535,2000,2002,0,1,0,f,1,0,1,8,913,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8800168,2000,2001,0,0,0,f,1,0,1,8,914,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8800166,2000,2002,0,1,0,f,1,0,1,8,915,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8800102,2000,2002,1,1,4,m,1,1,2,8,916,-0.626020677259115,0.187495413384563,2,1
2001,38 2001,38,8800424,2000,2002,0,1,1,f,1,0,1,8,917,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8857277,2001,2001,0,0,0,m,1,0,1,9,918,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8168601,1998,2001,1,0,0,m,1,2,3,6,919,-0.626020677259115,0.187495413384563,3,4
2001,38 2001,38,8747548,1999,2005,1,1,3,f,1,1,2,7,920,-0.626020677259115,0.187495413384563,2,1
2001,38 2001,38,8800489,2000,2002,0,1,4,f,1,0,1,8,921,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8732254,1998,2002,1,1,2,f,1,3,4,6,922,-0.626020677259115,0.187495413384563,3,9
2001,38 2001,38,8800488,2000,2005,0,1,0,m,1,0,1,8,923,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8800104,2000,2006,1,1,0,f,1,1,2,8,924,-0.626020677259115,0.187495413384563,2,1
2001,38 2001,38,8800495,2000,2009,0,1,0,m,1,0,1,8,925,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8800171,2000,2002,0,1,0,m,1,0,1,8,926,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8800490,2000,2003,0,1,0,f,1,0,1,8,927,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8747552,1999,2003,1,1,1,m,1,1,2,7,928,-0.626020677259115,0.187495413384563,2,1
2001,38 2001,38,8800529,2000,2002,0,1,0,m,1,0,1,8,929,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8747553,1999,2005,1,1,1,f,1,1,2,7,930,-0.626020677259115,0.187495413384563,2,1
2001,38 2001,38,8800533,2000,2003,0,1,0,m,1,0,1,8,931,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8168605,1998,2001,1,0,0,m,1,2,3,6,932,-0.626020677259115,0.187495413384563,3,4
2001,38 2001,38,8800322,2000,2002,0,1,0,f,1,0,1,8,933,-0.626020677259115,0.187495413384563,1,0
2001,38 2001,38,8800321,2000,2003,0,1,0,m,1,0,1,8,934,-0.626020677259115,0.187495413384563,1,0
2002,20 2002,20,8747410,1999,2002,1,0,1,m,1,2,3,7,935,-0.714617411056216,0.072113620532524,3,4
2002,20 2002,20,8887341,2002,2003,0,1,1,m,1,0,1,10,936,-0.714617411056216,0.072113620532524,1,0
2002,20 2002,20,8800395,2000,2002,1,0,0,m,1,2,3,8,937,-0.714617411056216,0.072113620532524,3,4
2002,20 2002,20,8866800,2002,2002,0,0,0,f,1,0,1,10,938,-0.714617411056216,0.072113620532524,1,0
2002,20 2002,20,8747692,1999,2002,1,0,0,m,1,2,3,7,939,-0.714617411056216,0.072113620532524,3,4
2002,20 2002,20,8747693,1999,2002,1,0,0,m,1,2,3,7,940,-0.714617411056216,0.072113620532524,3,4
2002,20 2002,20,8747901,2001,2005,0,1,0,m,1,0,1,9,941,-0.714617411056216,0.072113620532524,1,0
2002,20 2002,20,8800416,2000,2003,1,1,1,f,1,1,2,8,942,-0.714617411056216,0.072113620532524,2,1
2002,20 2002,20,8747871,2001,2005,0,1,1,m,1,0,1,9,943,-0.714617411056216,0.072113620532524,1,0
2002,20 2002,20,8800450,2000,2004,1,1,0,m,1,1,2,8,944,-0.714617411056216,0.072113620532524,2,1
2002,20 2002,20,8681008,1997,2002,1,0,0,f,1,4,5,5,945,-0.714617411056216,0.072113620532524,3,16
2002,20 2002,20,8887385,2002,2009,0,1,0,m,1,0,1,10,946,-0.714617411056216,0.072113620532524,1,0
2002,20 2002,20,8800302,2000,2004,1,1,0,f,1,1,2,8,947,-0.714617411056216,0.072113620532524,2,1
2002,20 2002,20,8857249,2001,2002,0,0,0,m,1,0,1,9,948,-0.714617411056216,0.072113620532524,1,0
2002,20 2002,20,8747694,1999,2002,1,0,0,m,1,2,3,7,949,-0.714617411056216,0.072113620532524,3,4
2002,20 2002,20,8747691,1999,2002,1,0,0,m,1,2,3,7,950,-0.714617411056216,0.072113620532524,3,4
2002,20 2002,20,8681419,1997,2002,1,0,1,f,1,4,5,5,951,-0.714617411056216,0.072113620532524,3,16
2002,20 2002,20,8800482,2000,2002,1,0,0,m,1,1,2,8,952,-0.714617411056216,0.072113620532524,2,1
2002,20 2002,20,8681420,1997,2002,1,0,0,f,1,4,5,5,953,-0.714617411056216,0.072113620532524,3,16
2002,20 2002,20,8747408,1999,2002,1,0,0,m,1,2,3,7,954,-0.714617411056216,0.072113620532524,3,4
2002,20 2002,20,8747609,1999,2002,1,0,0,m,1,2,3,7,955,-0.714617411056216,0.072113620532524,3,4
2002,26 2002,26,8800028,2000,2002,1,0,0,m,1,1,2,8,956,0.77195336649282,-0.779857296330298,2,1
2002,26 2002,26,8168709,1999,2002,1,0,4,m,1,2,3,7,957,0.77195336649282,-0.779857296330298,3,4
2002,26 2002,26,8747982,2001,2002,0,0,2,f,1,0,1,9,958,0.77195336649282,-0.779857296330298,1,0
2002,26 2002,26,8747239,1999,2004,1,1,0,m,1,3,4,7,959,0.77195336649282,-0.779857296330298,3,9
2002,26 2002,26,8681374,1997,2002,1,0,0,m,1,4,5,5,960,0.77195336649282,-0.779857296330298,3,16
2002,26 2002,26,8681309,1997,2002,1,0,0,m,1,4,5,5,961,0.77195336649282,-0.779857296330298,3,16
2002,26 2002,26,8857202,2001,2005,1,1,2,f,1,1,2,9,962,0.77195336649282,-0.779857296330298,2,1
2002,26 2002,26,8800478,2000,2003,1,1,1,m,1,1,2,8,963,0.77195336649282,-0.779857296330298,2,1
2002,26 2002,26,8747942,2001,2002,0,0,0,m,1,0,1,9,964,0.77195336649282,-0.779857296330298,1,0
2002,26 2002,26,8800382,2000,2002,1,0,0,f,1,1,2,8,965,0.77195336649282,-0.779857296330298,2,1
2002,26 2002,26,8857252,2001,2005,0,1,0,f,1,0,1,9,966,0.77195336649282,-0.779857296330298,1,0
2002,26 2002,26,8747604,1999,2006,1,1,2,f,1,3,4,7,967,0.77195336649282,-0.779857296330298,3,9
2002,26 2002,26,8651543,1996,2002,1,0,0,f,1,5,6,4,968,0.77195336649282,-0.779857296330298,3,25
2002,26 2002,26,8800375,2000,2006,1,1,1,f,1,1,2,8,969,0.77195336649282,-0.779857296330298,2,1
2002,26 2002,26,8800029,2000,2004,1,1,0,f,1,1,2,8,970,0.77195336649282,-0.779857296330298,2,1
2002,26 2002,26,8800371,2000,2002,1,0,3,m,1,1,2,8,971,0.77195336649282,-0.779857296330298,2,1
2002,26 2002,26,8800066,2001,2002,0,0,2,f,1,0,1,9,972,0.77195336649282,-0.779857296330298,1,0
2002,26 2002,26,8800440,2000,2007,1,1,1,f,1,2,3,8,973,0.77195336649282,-0.779857296330298,3,4
2002,26 2002,26,8747940,2001,2003,0,1,2,f,1,0,1,9,974,0.77195336649282,-0.779857296330298,1,0
2002,26 2002,26,8730493,1998,2003,1,1,0,m,1,3,4,6,975,0.77195336649282,-0.779857296330298,3,9
2002,26 2002,26,8573572,1993,2002,1,0,1,m,1,8,6,1,976,0.77195336649282,-0.779857296330298,3,64
2002,26 2002,26,8747941,2001,2004,0,1,2,m,1,0,1,9,977,0.77195336649282,-0.779857296330298,1,0
2002,26 2002,26,8857210,2001,2004,0,1,0,m,1,0,1,9,978,0.77195336649282,-0.779857296330298,1,0
2002,26 2002,26,8857404,2001,2002,0,0,0,m,1,0,1,9,979,0.77195336649282,-0.779857296330298,1,0
2002,26 2002,26,8747948,2001,2002,0,0,1,m,1,0,1,9,980,0.77195336649282,-0.779857296330298,1,0
2002,26 2002,26,8681054,1998,2002,1,0,4,f,1,4,5,6,981,0.77195336649282,-0.779857296330298,3,16
2002,26 2002,26,8681251,1997,2002,1,0,2,m,1,4,5,5,982,0.77195336649282,-0.779857296330298,3,16
2002,26 2002,26,8747759,2000,2003,1,1,0,m,1,2,3,8,983,0.77195336649282,-0.779857296330298,3,4
2002,26 2002,26,8857213,2001,2002,0,0,0,m,1,0,1,9,984,0.77195336649282,-0.779857296330298,1,0
2002,26 2002,26,8794367,2000,2002,1,0,0,f,1,1,2,8,985,0.77195336649282,-0.779857296330298,2,1
2002,26 2002,26,8747936,2001,2004,0,1,0,m,1,0,1,9,986,0.77195336649282,-0.779857296330298,1,0
2002,26 2002,26,8794368,2000,2003,1,1,0,f,1,1,2,8,987,0.77195336649282,-0.779857296330298,2,1
2002,26 2002,26,8800372,2000,2002,1,0,2,f,1,1,2,8,988,0.77195336649282,-0.779857296330298,2,1
2002,26 2002,26,8730998,1998,2002,1,0,0,m,1,3,4,6,989,0.77195336649282,-0.779857296330298,3,9
2002,26 2002,26,8747780,2000,2002,1,0,0,m,1,1,2,8,990,0.77195336649282,-0.779857296330298,2,1
2002,26 2002,26,8800376,2000,2004,1,1,5,m,1,1,2,8,991,0.77195336649282,-0.779857296330298,2,1
2002,26 2002,26,8857208,2001,2004,0,1,2,f,1,0,1,9,992,0.77195336649282,-0.779857296330298,1,0
2002,26 2002,26,8857401,2001,2003,0,1,4,f,1,0,1,9,993,0.77195336649282,-0.779857296330298,1,0
2002,26 2002,26,8800477,2000,2002,1,0,1,m,1,1,2,8,994,0.77195336649282,-0.779857296330298,2,1
2002,26 2002,26,8800568,2001,2002,1,0,1,f,1,1,2,9,995,0.77195336649282,-0.779857296330298,2,1
2002,27 2002,27,8866754,2002,2007,0,1,1,m,1,0,1,10,996,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8800357,2000,2003,1,1,2,m,1,1,2,8,997,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8857405,2001,2002,0,0,1,m,1,0,1,9,998,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8800077,2001,2002,1,0,2,f,1,1,2,9,999,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8800468,2000,2002,1,0,4,f,1,1,2,8,1000,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8800469,2000,2004,1,1,0,m,1,1,2,8,1001,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8800521,2000,2002,1,0,3,f,1,1,2,8,1002,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8866791,2002,2002,0,0,1,m,1,0,1,10,1003,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8747760,2000,2002,1,0,2,f,1,1,2,8,1004,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8800038,2000,2004,1,1,3,f,1,1,2,8,1005,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8800418,2000,2002,1,0,0,f,1,1,2,8,1006,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8857407,2001,2002,0,0,2,f,1,0,1,9,1007,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8800517,2000,2003,1,1,0,m,1,1,2,8,1008,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8800615,2001,2003,1,1,3,m,1,1,2,9,1009,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8730584,1998,2007,1,1,7,m,1,3,4,6,1010,2.00509627759898,-1.35573606601146,3,9
2002,27 2002,27,8747720,1999,2006,1,1,3,m,1,2,3,7,1011,2.00509627759898,-1.35573606601146,3,4
2002,27 2002,27,8747534,1999,2003,1,1,2,f,1,2,3,7,1012,2.00509627759898,-1.35573606601146,3,4
2002,27 2002,27,8800417,2000,2003,1,1,2,f,1,1,2,8,1013,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8800510,2000,2002,1,0,2,m,1,1,2,8,1014,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8857237,2001,2010,0,1,0,f,1,0,1,9,1015,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8800428,2000,2003,1,1,1,f,1,2,3,8,1016,2.00509627759898,-1.35573606601146,3,4
2002,27 2002,27,8866790,2002,2002,0,0,0,m,1,0,1,10,1017,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8747729,1999,2004,1,1,1,m,1,2,3,7,1018,2.00509627759898,-1.35573606601146,3,4
2002,27 2002,27,8857205,2001,2005,0,1,1,f,1,0,1,9,1019,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8857243,2001,2002,0,0,0,f,1,0,1,9,1020,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8747223,1999,2002,1,0,0,f,1,2,3,7,1021,2.00509627759898,-1.35573606601146,3,4
2002,27 2002,27,8857207,2001,2004,0,1,2,m,1,0,1,9,1022,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8747725,1999,2002,1,0,1,f,1,2,3,7,1023,2.00509627759898,-1.35573606601146,3,4
2002,27 2002,27,8747748,2000,2002,1,0,0,m,1,1,2,8,1024,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8866751,2002,2002,0,0,2,m,1,0,1,10,1025,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8800046,2000,2003,1,1,2,m,1,1,2,8,1026,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8800574,2001,2002,0,0,1,f,1,0,1,9,1027,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8732637,1998,2002,1,0,0,f,1,3,4,6,1028,2.00509627759898,-1.35573606601146,3,9
2002,27 2002,27,8747979,2001,2003,0,1,1,m,1,0,1,9,1029,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8866752,2002,2002,0,0,1,f,1,0,1,10,1030,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8800614,2001,2003,1,1,3,m,1,1,2,9,1031,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8747726,1999,2002,1,0,1,m,1,2,3,7,1032,2.00509627759898,-1.35573606601146,3,4
2002,27 2002,27,8857246,2001,2002,1,0,0,m,1,1,2,9,1033,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8651998,1997,2002,1,0,0,m,1,5,6,5,1034,2.00509627759898,-1.35573606601146,3,25
2002,27 2002,27,8800074,2001,2002,1,0,0,f,1,1,2,9,1035,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8800550,2001,2004,0,1,2,f,1,0,1,9,1036,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8747518,1999,2002,1,0,0,f,1,2,3,7,1037,2.00509627759898,-1.35573606601146,3,4
2002,27 2002,27,8800593,2001,2002,0,0,0,m,1,0,1,9,1038,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8800616,2001,2002,1,0,0,m,1,1,2,9,1039,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8747222,1999,2003,1,1,1,f,1,2,3,7,1040,2.00509627759898,-1.35573606601146,3,4
2002,27 2002,27,8681095,1998,2003,1,1,0,m,1,4,5,6,1041,2.00509627759898,-1.35573606601146,3,16
2002,27 2002,27,8800612,2001,2002,1,0,0,f,1,1,2,9,1042,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8747900,2001,2006,0,1,1,f,1,0,1,9,1043,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8732659,1998,2004,1,1,0,m,1,3,4,6,1044,2.00509627759898,-1.35573606601146,3,9
2002,27 2002,27,8800035,2000,2002,1,0,0,m,1,1,2,8,1045,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8747976,2001,2003,0,1,0,m,1,0,1,9,1046,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8681403,1997,2002,1,0,2,m,1,4,5,5,1047,2.00509627759898,-1.35573606601146,3,16
2002,27 2002,27,8800512,2000,2002,1,0,0,m,1,1,2,8,1048,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8747722,1999,2004,1,1,2,f,1,2,3,7,1049,2.00509627759898,-1.35573606601146,3,4
2002,27 2002,27,8800391,2000,2002,1,0,0,f,1,1,2,8,1050,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8800397,2000,2004,1,1,0,f,1,1,2,8,1051,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8800547,2001,2005,1,1,3,m,1,1,2,9,1052,2.00509627759898,-1.35573606601146,2,1
2002,27 2002,27,8857230,2001,2002,0,0,0,m,1,0,1,9,1053,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8732690,1998,2003,1,1,5,f,1,3,4,6,1054,2.00509627759898,-1.35573606601146,3,9
2002,27 2002,27,8857416,2001,2002,0,0,0,m,1,0,1,9,1055,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8857220,2001,2002,0,0,0,m,1,0,1,9,1056,2.00509627759898,-1.35573606601146,1,0
2002,27 2002,27,8747561,1999,2002,1,0,1,m,1,2,3,7,1057,2.00509627759898,-1.35573606601146,3,4
2002,28 2002,28,8747259,1999,2002,1,0,1,m,1,3,4,7,1058,0.066270079853118,-0.391473940033703,3,9
2002,28 2002,28,8887421,2002,2002,0,0,2,m,1,0,1,10,1059,0.066270079853118,-0.391473940033703,1,0
2002,28 2002,28,8800094,2001,2003,0,1,2,f,1,0,1,9,1060,0.066270079853118,-0.391473940033703,1,0
2002,28 2002,28,8887416,2002,2003,0,1,0,f,1,0,1,10,1061,0.066270079853118,-0.391473940033703,1,0
2002,28 2002,28,8887411,2002,2002,0,0,1,f,1,0,1,10,1062,0.066270079853118,-0.391473940033703,1,0
2002,28 2002,28,8800177,2000,2002,1,0,1,f,1,1,2,8,1063,0.066270079853118,-0.391473940033703,2,1
2002,28 2002,28,8800182,2000,2002,1,0,0,m,1,1,2,8,1064,0.066270079853118,-0.391473940033703,2,1
2002,28 2002,28,8730979,1998,2002,1,0,1,m,1,3,4,6,1065,0.066270079853118,-0.391473940033703,3,9
2002,28 2002,28,8800095,2001,2002,1,0,0,f,1,1,2,9,1066,0.066270079853118,-0.391473940033703,2,1
2002,28 2002,28,8800196,2000,2003,1,1,1,f,1,1,2,8,1067,0.066270079853118,-0.391473940033703,2,1
2002,28 2002,28,8747905,2001,2003,0,1,0,m,1,0,1,9,1068,0.066270079853118,-0.391473940033703,1,0
2002,28 2002,28,8800090,2001,2005,1,1,2,f,1,1,2,9,1069,0.066270079853118,-0.391473940033703,2,1
2002,28 2002,28,8800181,2000,2002,1,0,1,m,1,1,2,8,1070,0.066270079853118,-0.391473940033703,2,1
2002,28 2002,28,8681101,1997,2002,1,0,1,f,1,5,6,5,1071,0.066270079853118,-0.391473940033703,3,25
2002,28 2002,28,8800436,2000,2006,1,1,0,m,1,1,2,8,1072,0.066270079853118,-0.391473940033703,2,1
2002,28 2002,28,8857233,2001,2003,0,1,0,f,1,0,1,9,1073,0.066270079853118,-0.391473940033703,1,0
2002,28 2002,28,8747529,1999,2002,1,0,0,m,1,2,3,7,1074,0.066270079853118,-0.391473940033703,3,4
2002,28 2002,28,8800390,2000,2005,1,1,0,m,1,1,2,8,1075,0.066270079853118,-0.391473940033703,2,1
2002,28 2002,28,8747906,2001,2002,0,0,0,f,1,0,1,9,1076,0.066270079853118,-0.391473940033703,1,0
2002,28 2002,28,8887315,2002,2007,0,1,0,m,1,0,1,10,1077,0.066270079853118,-0.391473940033703,1,0
2002,28 2002,28,8857226,2001,2002,1,0,2,f,1,1,2,9,1078,0.066270079853118,-0.391473940033703,2,1
2002,28 2002,28,8747872,2001,2003,0,1,0,m,1,0,1,9,1079,0.066270079853118,-0.391473940033703,1,0
2002,28 2002,28,8168614,1998,2002,1,0,1,f,1,3,4,6,1080,0.066270079853118,-0.391473940033703,3,9
2002,28 2002,28,8800179,2000,2005,1,1,1,m,1,1,2,8,1081,0.066270079853118,-0.391473940033703,2,1
2002,28 2002,28,8800176,2000,2002,1,0,0,m,1,1,2,8,1082,0.066270079853118,-0.391473940033703,2,1
2002,28 2002,28,8800185,2000,2002,1,0,0,f,1,2,3,8,1083,0.066270079853118,-0.391473940033703,3,4
2002,28 2002,28,8732559,1998,2003,1,1,0,m,1,3,4,6,1084,0.066270079853118,-0.391473940033703,3,9
2002,28 2002,28,8887316,2002,2003,0,1,1,f,1,0,1,10,1085,0.066270079853118,-0.391473940033703,1,0
2002,28 2002,28,8800091,2001,2003,1,1,1,m,1,1,2,9,1086,0.066270079853118,-0.391473940033703,2,1
2002,28 2002,28,8800178,2000,2002,1,0,0,f,1,1,2,8,1087,0.066270079853118,-0.391473940033703,2,1
2002,28 2002,28,8800175,2000,2003,1,1,2,m,1,1,2,8,1088,0.066270079853118,-0.391473940033703,2,1
2002,28 2002,28,8857223,2001,2002,0,0,0,m,1,0,1,9,1089,0.066270079853118,-0.391473940033703,1,0
2002,38 2002,38,8800495,2000,2009,1,1,2,m,1,1,2,8,1090,-0.626020677259115,0.210159694123356,2,1
2002,38 2002,38,8800529,2000,2002,1,0,2,m,1,1,2,8,1091,-0.626020677259115,0.210159694123356,2,1
2002,38 2002,38,8800102,2000,2002,1,0,0,m,1,2,3,8,1092,-0.626020677259115,0.210159694123356,3,4
2002,38 2002,38,8857284,2001,2007,0,1,0,m,1,0,1,9,1093,-0.626020677259115,0.210159694123356,1,0
2002,38 2002,38,8857275,2001,2002,0,0,1,f,1,0,1,9,1094,-0.626020677259115,0.210159694123356,1,0
2002,38 2002,38,8747552,1999,2003,1,1,4,m,1,2,3,7,1095,-0.626020677259115,0.210159694123356,3,4
2002,38 2002,38,8800424,2000,2002,1,0,0,f,1,1,2,8,1096,-0.626020677259115,0.210159694123356,2,1
2002,38 2002,38,8800321,2000,2003,1,1,1,m,1,1,2,8,1097,-0.626020677259115,0.210159694123356,2,1
2002,38 2002,38,8800322,2000,2002,1,0,0,f,1,1,2,8,1098,-0.626020677259115,0.210159694123356,2,1
2002,38 2002,38,8857276,2001,2004,0,1,0,f,1,0,1,9,1099,-0.626020677259115,0.210159694123356,1,0
